Current Loan Amount,Term,Credit Score,Annual Income,Home Ownership,Purpose,Monthly Debt,Years of Credit History,Months since last delinquent,Number of Open Accounts,Number of Credit Problems,Current Credit Balance,Maximum Open Credit,Bankruptcies,Tax Liens,Employment Years
67650.0,Short Term,725.0,1324167.0,Home Mortgage,Debt Consolidation,5726.98,22.0,60.0,5.0,0.0,117990.0,767514.0,0.0,0.0,0.0
126236.0,Short Term,,,Home Mortgage,Debt Consolidation,20869.03,16.5,,11.0,1.0,119016.0,299596.0,1.0,0.0,7.0
,Short Term,742.0,1555416.0,Home Mortgage,Debt Consolidation,23201.47,15.8,9.0,12.0,0.0,270598.0,346610.0,0.0,0.0,6.0
407374.0,Long Term,721.0,1787881.0,Rent,Debt Consolidation,2011.34,11.6,,3.0,0.0,96368.0,257686.0,0.0,0.0,4.0
109120.0,Long Term,703.0,848084.0,Home Mortgage,Debt Consolidation,20353.75,16.8,,14.0,0.0,106438.0,342364.0,0.0,0.0,2.0
122540.0,Short Term,,,Home Mortgage,Home Improvements,7638.0,10.6,,4.0,0.0,328909.0,590458.0,0.0,0.0,2.0
434984.0,Long Term,674.0,1446318.0,Rent,Debt Consolidation,18079.07,11.4,10.0,12.0,0.0,427272.0,593912.0,0.0,0.0,3.0
573892.0,Short Term,673.0,1837642.0,Home Mortgage,Debt Consolidation,25880.09,21.0,14.0,19.0,0.0,690099.0,1201618.0,0.0,0.0,4.0
239514.0,Short Term,740.0,624986.0,Rent,Debt Consolidation,10884.91,15.0,,9.0,0.0,256652.0,496958.0,0.0,0.0,10.0
,Short Term,721.0,2069727.0,Home Mortgage,Debt Consolidation,17937.52,23.9,,17.0,1.0,222775.0,636922.0,1.0,0.0,10.0
457842.0,Short Term,,,Home Mortgage,Debt Consolidation,21572.79,18.7,42.0,16.0,0.0,510606.0,850674.0,0.0,0.0,10.0
261778.0,Short Term,,,Rent,Debt Consolidation,14444.37,7.7,26.0,8.0,0.0,154527.0,281336.0,0.0,0.0,2.0
173492.0,Short Term,735.0,1161280.0,Home Mortgage,Medical Bills,29031.81,14.5,,13.0,0.0,342057.0,773564.0,0.0,0.0,5.0
549340.0,Short Term,,,Home Mortgage,Debt Consolidation,36260.17,15.6,52.0,10.0,0.0,962901.0,1168684.0,0.0,0.0,10.0
720940.0,Short Term,687.0,1245260.0,Own Home,Debt Consolidation,15150.41,20.1,,12.0,0.0,578531.0,796510.0,0.0,0.0,3.0
70246.0,Short Term,692.0,562514.0,Rent,Debt Consolidation,3117.14,11.5,,6.0,0.0,65664.0,91938.0,0.0,0.0,
458282.0,Long Term,699.0,1583194.0,Home Mortgage,Debt Consolidation,22560.41,20.5,,20.0,0.0,359062.0,629948.0,0.0,0.0,3.0
371470.0,Long Term,,,Home Mortgage,Debt Consolidation,16033.15,17.2,,15.0,0.0,514254.0,835142.0,0.0,0.0,10.0
309804.0,Short Term,738.0,1015170.0,Rent,Debt Consolidation,17596.28,17.7,,13.0,1.0,363033.0,588742.0,0.0,1.0,6.0
339834.0,Long Term,689.0,818140.0,Home Mortgage,Debt Consolidation,14726.52,13.0,,14.0,0.0,250021.0,409486.0,0.0,0.0,6.0
118294.0,Short Term,695.0,645791.0,Rent,Other,9633.19,11.7,,17.0,0.0,158346.0,647878.0,0.0,0.0,2.0
347292.0,Short Term,683.0,1499632.0,Own Home,Debt Consolidation,32991.98,16.9,28.0,24.0,0.0,476900.0,792264.0,0.0,0.0,10.0
353122.0,Long Term,666.0,1048344.0,Home Mortgage,Debt Consolidation,11418.24,21.6,,7.0,0.0,109193.0,189860.0,0.0,0.0,10.0
593274.0,Long Term,727.0,1876820.0,Home Mortgage,Debt Consolidation,14076.15,23.4,,13.0,0.0,299193.0,1085964.0,0.0,0.0,0.0
221782.0,Short Term,,,Rent,Debt Consolidation,5498.79,12.8,30.0,8.0,0.0,164521.0,361460.0,0.0,0.0,1.0
768152.0,Short Term,676.0,5307232.0,Rent,Debt Consolidation,68109.49,27.1,5.0,13.0,0.0,679516.0,842402.0,0.0,0.0,5.0
549230.0,Short Term,717.0,1517872.0,Home Mortgage,Debt Consolidation,22768.08,31.5,1.0,16.0,0.0,517560.0,1275054.0,0.0,0.0,3.0
218020.0,Short Term,717.0,941450.0,Rent,Other,13964.81,5.1,,5.0,0.0,49989.0,224356.0,0.0,0.0,1.0
89254.0,Short Term,735.0,770868.0,Home Mortgage,Debt Consolidation,14453.87,18.0,20.0,13.0,0.0,623960.0,1355508.0,0.0,0.0,10.0
,Short Term,741.0,738169.0,Rent,Debt Consolidation,10094.7,19.6,,5.0,0.0,114171.0,191576.0,0.0,0.0,0.0
437976.0,Short Term,,,Rent,Debt Consolidation,21888.19,14.1,,9.0,0.0,621528.0,862906.0,0.0,0.0,9.0
257928.0,Short Term,690.0,806151.0,Own Home,Debt Consolidation,20960.04,9.5,,10.0,0.0,146205.0,184800.0,0.0,0.0,
495990.0,Long Term,,,Home Mortgage,Debt Consolidation,20249.63,13.3,,21.0,0.0,618089.0,890142.0,0.0,0.0,10.0
239910.0,Short Term,714.0,522633.0,Home Mortgage,Debt Consolidation,11890.01,12.0,11.0,7.0,0.0,133095.0,168608.0,0.0,0.0,2.0
203962.0,Short Term,732.0,1548576.0,Own Home,Debt Consolidation,31487.75,14.8,27.0,10.0,0.0,337174.0,610038.0,0.0,0.0,7.0
219164.0,Short Term,,,Rent,Debt Consolidation,8551.71,15.9,,8.0,0.0,348042.0,471328.0,0.0,0.0,0.0
,Short Term,743.0,2718634.0,Home Mortgage,Home Improvements,14001.1,18.3,,13.0,0.0,371697.0,781088.0,0.0,0.0,
78452.0,Short Term,737.0,990679.0,Rent,Other,2245.42,24.4,60.0,6.0,1.0,78204.0,199034.0,1.0,0.0,10.0
366784.0,Short Term,739.0,1885560.0,Home Mortgage,Debt Consolidation,27026.36,22.6,38.0,10.0,0.0,258039.0,438724.0,0.0,0.0,10.0
387640.0,Long Term,652.0,930715.0,Rent,Other,15977.48,14.1,62.0,12.0,0.0,146110.0,235290.0,0.0,0.0,10.0
322542.0,Short Term,739.0,1147752.0,Home Mortgage,Debt Consolidation,16929.38,32.6,7.0,11.0,0.0,220343.0,401148.0,0.0,0.0,10.0
484506.0,Long Term,,,Home Mortgage,Debt Consolidation,20805.19,11.7,,13.0,0.0,877534.0,1363868.0,0.0,0.0,1.0
206976.0,Short Term,738.0,1380711.0,Rent,Debt Consolidation,16879.22,30.0,34.0,6.0,0.0,471504.0,599302.0,0.0,0.0,10.0
81026.0,Short Term,733.0,466526.0,Rent,Debt Consolidation,7775.56,27.2,35.0,10.0,0.0,236132.0,457204.0,0.0,0.0,2.0
,Long Term,731.0,1063601.0,Home Mortgage,Debt Consolidation,19499.32,29.4,6.0,20.0,0.0,507300.0,2175536.0,0.0,0.0,4.0
432036.0,Long Term,725.0,1476927.0,Rent,Debt Consolidation,22153.81,18.0,5.0,7.0,0.0,226784.0,267674.0,0.0,0.0,10.0
440132.0,Short Term,742.0,1957589.0,Home Mortgage,Debt Consolidation,17291.9,26.3,43.0,6.0,0.0,357067.0,521356.0,0.0,0.0,10.0
652542.0,Short Term,595.0,4658762.0,Home Mortgage,Home Improvements,81528.24,24.4,53.0,31.0,0.0,470991.0,918104.0,0.0,0.0,2.0
172084.0,Short Term,735.0,594510.0,Rent,Debt Consolidation,17240.6,16.7,,9.0,0.0,124393.0,326634.0,0.0,0.0,8.0
174922.0,Short Term,674.0,944205.0,Home Mortgage,Home Improvements,13801.03,17.9,,5.0,1.0,491815.0,570614.0,0.0,0.0,0.0
390324.0,Short Term,,,Home Mortgage,Business Loan,20080.34,36.7,,15.0,0.0,141797.0,892342.0,0.0,0.0,6.0
306856.0,Long Term,717.0,1267414.0,Home Mortgage,Other,22074.2,9.0,,13.0,0.0,217303.0,357918.0,0.0,0.0,2.0
334620.0,Short Term,715.0,814872.0,Home Mortgage,Debt Consolidation,19489.25,14.0,,10.0,0.0,333431.0,517550.0,0.0,0.0,3.0
564322.0,Short Term,,,Own Home,Debt Consolidation,11224.44,27.7,,13.0,0.0,328814.0,654170.0,0.0,0.0,
260590.0,Short Term,711.0,825208.0,Home Mortgage,Debt Consolidation,11965.63,14.9,11.0,10.0,0.0,138662.0,177980.0,0.0,0.0,7.0
104148.0,Short Term,715.0,449711.0,Rent,Debt Consolidation,7495.12,18.5,32.0,12.0,0.0,132449.0,570152.0,0.0,0.0,5.0
328746.0,Short Term,745.0,1230307.0,Rent,Debt Consolidation,13840.93,16.5,,13.0,0.0,245081.0,444796.0,0.0,0.0,3.0
443124.0,Short Term,737.0,1224626.0,Own Home,Debt Consolidation,25411.17,9.2,,6.0,0.0,85253.0,101970.0,0.0,0.0,10.0
235180.0,Short Term,742.0,3288463.0,Rent,Debt Consolidation,16661.48,21.9,,10.0,1.0,449255.0,883190.0,0.0,1.0,0.0
277618.0,Short Term,714.0,823992.0,Rent,Business Loan,576.84,14.4,,4.0,0.0,8151.0,143000.0,0.0,0.0,8.0
521488.0,Long Term,662.0,1073253.0,Own Home,Debt Consolidation,17440.48,24.0,,9.0,1.0,246183.0,510840.0,1.0,0.0,10.0
431772.0,Short Term,742.0,3225535.0,Home Mortgage,Debt Consolidation,8547.72,16.0,,8.0,1.0,263074.0,686070.0,1.0,0.0,5.0
645832.0,Long Term,662.0,1073443.0,Rent,Debt Consolidation,19778.05,22.4,,5.0,0.0,765225.0,1089858.0,0.0,0.0,10.0
228228.0,Short Term,721.0,575092.0,Rent,Debt Consolidation,9153.82,23.5,59.0,13.0,1.0,363052.0,491678.0,1.0,0.0,3.0
133012.0,Short Term,724.0,1588989.0,Home Mortgage,Debt Consolidation,41048.93,30.1,,12.0,0.0,3916812.0,5285830.0,0.0,0.0,10.0
765776.0,Short Term,718.0,2531997.0,Home Mortgage,Debt Consolidation,47686.01,29.8,,10.0,0.0,3569245.0,4443890.0,0.0,0.0,
65318.0,Short Term,732.0,1094514.0,Rent,Debt Consolidation,17694.7,10.6,,8.0,0.0,320853.0,433510.0,0.0,0.0,4.0
528880.0,Long Term,663.0,1620586.0,Home Mortgage,Debt Consolidation,13909.9,29.1,,7.0,1.0,99218.0,143616.0,1.0,0.0,10.0
179256.0,Short Term,,,Home Mortgage,Debt Consolidation,20770.61,29.6,,15.0,1.0,170240.0,326898.0,1.0,0.0,2.0
91410.0,Short Term,693.0,1372161.0,Rent,Debt Consolidation,15779.88,17.2,,20.0,0.0,118218.0,435930.0,0.0,0.0,4.0
112464.0,Short Term,746.0,835221.0,Home Mortgage,Debt Consolidation,13502.73,19.0,,8.0,0.0,342760.0,672650.0,0.0,0.0,10.0
213400.0,Short Term,717.0,819128.0,Rent,Debt Consolidation,11126.4,11.0,25.0,9.0,0.0,163400.0,302258.0,0.0,0.0,9.0
435512.0,Short Term,735.0,1034341.0,Home Mortgage,Debt Consolidation,24479.41,24.5,51.0,10.0,0.0,32319.0,239954.0,0.0,0.0,
222420.0,Short Term,741.0,1324813.0,Rent,Debt Consolidation,22963.4,19.6,49.0,11.0,0.0,369892.0,512930.0,0.0,0.0,8.0
153164.0,Short Term,714.0,2494206.0,Home Mortgage,Business Loan,1351.09,21.7,46.0,4.0,0.0,65911.0,412500.0,0.0,0.0,10.0
,Short Term,739.0,902234.0,Rent,Debt Consolidation,21879.45,30.3,29.0,4.0,0.0,589969.0,704264.0,0.0,0.0,10.0
269258.0,Long Term,715.0,949525.0,Rent,Debt Consolidation,17566.26,8.6,,8.0,0.0,261934.0,484506.0,0.0,0.0,6.0
,Short Term,751.0,1241422.0,Rent,Buy A Car,4489.7,23.7,,6.0,0.0,174895.0,978274.0,0.0,0.0,4.0
139722.0,Short Term,,,Home Mortgage,Debt Consolidation,25787.94,11.4,,7.0,1.0,60192.0,96140.0,1.0,0.0,7.0
,Short Term,746.0,941393.0,Rent,Debt Consolidation,17729.47,20.0,,10.0,0.0,337839.0,863522.0,0.0,0.0,4.0
,Short Term,671.0,1682298.0,Rent,Debt Consolidation,34487.09,30.0,2.0,12.0,0.0,226499.0,319440.0,0.0,0.0,1.0
198924.0,Short Term,710.0,1718037.0,Rent,Debt Consolidation,14317.07,32.0,7.0,8.0,0.0,60572.0,1348732.0,0.0,0.0,1.0
77594.0,Short Term,,,Rent,Other,2324.27,14.4,,6.0,1.0,52706.0,159346.0,1.0,0.0,2.0
,Short Term,715.0,1583460.0,Home Mortgage,Debt Consolidation,24807.54,22.2,15.0,17.0,0.0,1013688.0,2030688.0,0.0,0.0,10.0
327734.0,Short Term,719.0,1396291.0,Home Mortgage,Debt Consolidation,16988.28,24.9,66.0,13.0,0.0,220704.0,362494.0,0.0,0.0,7.0
75152.0,Short Term,709.0,1680930.0,Home Mortgage,Debt Consolidation,23112.74,9.6,,4.0,1.0,18240.0,45430.0,0.0,1.0,9.0
202752.0,Short Term,735.0,536978.0,Rent,Medical Bills,8591.8,11.1,,8.0,0.0,93575.0,345092.0,0.0,0.0,3.0
671616.0,Long Term,720.0,2271374.0,Home Mortgage,Debt Consolidation,28013.6,16.8,,10.0,0.0,186561.0,544126.0,0.0,0.0,9.0
285318.0,Short Term,,,Rent,Debt Consolidation,8453.67,14.0,,10.0,1.0,102410.0,262328.0,1.0,0.0,0.0
198374.0,Short Term,712.0,744876.0,Rent,Debt Consolidation,8379.95,16.7,,7.0,0.0,138016.0,237094.0,0.0,0.0,6.0
247588.0,Short Term,732.0,1911134.0,Rent,Debt Consolidation,11769.36,15.3,69.0,4.0,1.0,42503.0,74448.0,0.0,0.0,7.0
421608.0,Short Term,,,Rent,Debt Consolidation,10676.86,17.4,17.0,10.0,0.0,123576.0,183700.0,0.0,0.0,5.0
177452.0,Short Term,,,Own Home,Debt Consolidation,4022.68,12.9,,10.0,0.0,110675.0,199628.0,0.0,0.0,
432696.0,Short Term,748.0,934230.0,Home Mortgage,Debt Consolidation,16582.63,17.7,,8.0,0.0,239742.0,378708.0,0.0,0.0,10.0
160930.0,Short Term,695.0,675640.0,Home Mortgage,Other,11654.79,13.1,52.0,7.0,0.0,38247.0,214962.0,0.0,0.0,4.0
107998.0,Short Term,686.0,821085.0,Home Mortgage,Other,8758.24,22.5,,13.0,1.0,10982.0,83138.0,1.0,0.0,1.0
394966.0,Long Term,714.0,1023340.0,Home Mortgage,Debt Consolidation,21489.95,22.6,9.0,8.0,0.0,525046.0,827134.0,0.0,0.0,10.0
220022.0,Short Term,736.0,745180.0,Home Mortgage,Debt Consolidation,12481.86,21.5,18.0,5.0,0.0,78888.0,107470.0,0.0,0.0,10.0
161238.0,Short Term,702.0,1817977.0,Home Mortgage,Debt Consolidation,17725.29,10.7,5.0,4.0,0.0,35340.0,85052.0,0.0,0.0,10.0
172436.0,Short Term,720.0,719454.0,Home Mortgage,Debt Consolidation,15168.46,48.5,57.0,9.0,1.0,58596.0,138490.0,1.0,0.0,
199496.0,Short Term,737.0,1033695.0,Rent,Debt Consolidation,23688.82,12.8,17.0,12.0,0.0,170848.0,576730.0,0.0,0.0,2.0
263648.0,Short Term,738.0,2277036.0,Home Mortgage,Other,25806.37,29.2,24.0,16.0,0.0,421933.0,848188.0,0.0,0.0,10.0
216260.0,Short Term,722.0,622231.0,Home Mortgage,Debt Consolidation,8866.73,18.6,,8.0,0.0,105678.0,289278.0,0.0,0.0,10.0
204314.0,Short Term,,,Rent,Debt Consolidation,14279.45,17.8,,10.0,0.0,139574.0,250954.0,0.0,0.0,
547844.0,Long Term,663.0,1255254.0,Home Mortgage,Debt Consolidation,29080.07,14.9,52.0,19.0,0.0,202236.0,762740.0,0.0,0.0,10.0
87384.0,Short Term,698.0,660421.0,Rent,Debt Consolidation,8200.02,10.7,,7.0,0.0,207081.0,286154.0,0.0,0.0,1.0
,Long Term,650.0,2048352.0,Home Mortgage,Debt Consolidation,24716.72,22.0,56.0,12.0,0.0,597645.0,859628.0,0.0,0.0,5.0
173624.0,Short Term,732.0,524818.0,Home Mortgage,Debt Consolidation,2847.15,14.2,62.0,6.0,0.0,87704.0,247676.0,0.0,0.0,4.0
225236.0,Short Term,,,Home Mortgage,Debt Consolidation,29032.38,11.2,26.0,13.0,0.0,245708.0,473374.0,0.0,0.0,6.0
540364.0,Long Term,680.0,1069453.0,Rent,Debt Consolidation,12655.14,27.2,50.0,6.0,0.0,126996.0,220770.0,0.0,0.0,1.0
402622.0,Short Term,,,Rent,Debt Consolidation,34872.6,14.8,26.0,12.0,0.0,450908.0,709390.0,0.0,0.0,6.0
333212.0,Long Term,736.0,997500.0,Home Mortgage,Major Purchase,1479.72,20.0,,4.0,0.0,71041.0,304656.0,0.0,0.0,2.0
,Short Term,740.0,938733.0,Own Home,Debt Consolidation,14941.41,14.5,,11.0,0.0,294614.0,532180.0,0.0,0.0,7.0
134530.0,Short Term,729.0,580887.0,Rent,Debt Consolidation,7590.31,9.2,,5.0,0.0,260813.0,311674.0,0.0,0.0,7.0
258478.0,Long Term,656.0,1515896.0,Home Mortgage,Home Improvements,10194.45,16.0,38.0,7.0,0.0,0.0,0.0,0.0,0.0,10.0
269390.0,Short Term,726.0,2203734.0,Rent,Debt Consolidation,16068.87,5.5,,4.0,0.0,202350.0,235708.0,0.0,0.0,2.0
545050.0,Long Term,713.0,2353625.0,Home Mortgage,Debt Consolidation,40011.72,17.3,,17.0,0.0,554230.0,930050.0,0.0,0.0,4.0
166254.0,Short Term,740.0,1340108.0,Home Mortgage,Home Improvements,21665.13,14.9,,13.0,0.0,329992.0,456522.0,0.0,0.0,8.0
66682.0,Short Term,723.0,460750.0,Rent,Debt Consolidation,10750.58,7.6,,13.0,0.0,108775.0,340406.0,0.0,0.0,3.0
552926.0,Long Term,681.0,1461195.0,Home Mortgage,Debt Consolidation,18021.5,14.2,,21.0,0.0,703456.0,2250094.0,0.0,0.0,10.0
314908.0,Short Term,,,Home Mortgage,Debt Consolidation,23728.91,26.5,66.0,13.0,1.0,114285.0,155298.0,1.0,0.0,5.0
221408.0,Short Term,706.0,917833.0,Rent,Buy House,15373.85,13.0,,8.0,1.0,62073.0,128326.0,1.0,0.0,0.0
88154.0,Short Term,,,Rent,Debt Consolidation,3576.56,15.4,20.0,7.0,0.0,68134.0,255332.0,0.0,0.0,2.0
432960.0,Long Term,662.0,1519050.0,Rent,Debt Consolidation,13544.91,19.4,15.0,8.0,0.0,160702.0,286264.0,0.0,0.0,9.0
438680.0,Long Term,729.0,1420725.0,Home Mortgage,Debt Consolidation,19771.78,13.8,8.0,11.0,0.0,340214.0,807246.0,0.0,0.0,10.0
317438.0,Long Term,,,Rent,Debt Consolidation,21815.61,9.1,,9.0,0.0,216638.0,393162.0,0.0,0.0,0.0
263098.0,Short Term,732.0,1136124.0,Home Mortgage,Debt Consolidation,23479.82,20.2,68.0,7.0,0.0,346883.0,455884.0,0.0,0.0,10.0
212652.0,Short Term,,,Rent,Debt Consolidation,3806.27,10.4,,6.0,0.0,126540.0,201542.0,0.0,0.0,1.0
25740.0,Short Term,,,Rent,Home Improvements,8200.59,13.8,,4.0,0.0,33820.0,407924.0,0.0,0.0,
432608.0,Short Term,714.0,1064798.0,Rent,Debt Consolidation,27241.25,9.7,,7.0,0.0,186276.0,285692.0,0.0,0.0,5.0
204050.0,Short Term,722.0,749892.0,Rent,Debt Consolidation,13810.53,44.0,,9.0,0.0,183331.0,312620.0,0.0,0.0,4.0
65494.0,Short Term,722.0,1562218.0,Home Mortgage,Debt Consolidation,17314.7,10.3,,11.0,0.0,213579.0,460526.0,0.0,0.0,6.0
293304.0,Short Term,,,Home Mortgage,Home Improvements,70683.04,17.6,79.0,15.0,0.0,519137.0,871156.0,0.0,0.0,2.0
675576.0,Long Term,737.0,1944840.0,Home Mortgage,Debt Consolidation,23013.94,21.6,,15.0,0.0,689187.0,1734810.0,0.0,0.0,10.0
247786.0,Short Term,,,Rent,Debt Consolidation,17911.3,19.3,37.0,13.0,0.0,317186.0,660550.0,0.0,0.0,4.0
680878.0,Long Term,609.0,1315104.0,Home Mortgage,Debt Consolidation,32220.01,15.4,,15.0,0.0,541804.0,700172.0,0.0,0.0,10.0
671726.0,Long Term,,,Own Home,Debt Consolidation,16353.11,18.2,,8.0,0.0,448001.0,746394.0,0.0,0.0,2.0
657294.0,Long Term,,,Own Home,Debt Consolidation,23841.77,16.6,15.0,21.0,0.0,638571.0,1192576.0,0.0,0.0,10.0
630850.0,Short Term,711.0,1634456.0,Rent,Debt Consolidation,44266.77,16.3,66.0,12.0,0.0,426436.0,639606.0,0.0,0.0,10.0
455708.0,Long Term,656.0,1119138.0,Home Mortgage,Debt Consolidation,22942.31,19.5,,11.0,0.0,384674.0,568128.0,0.0,0.0,10.0
420706.0,Long Term,,,Home Mortgage,Debt Consolidation,8903.02,15.1,,6.0,0.0,145008.0,188650.0,0.0,0.0,10.0
172348.0,Short Term,730.0,5804006.0,Home Mortgage,Debt Consolidation,2273.35,20.5,,6.0,1.0,54948.0,207944.0,1.0,0.0,7.0
560780.0,Long Term,704.0,1609623.0,Home Mortgage,Debt Consolidation,33936.28,18.6,,9.0,0.0,838660.0,978890.0,0.0,0.0,7.0
308748.0,Long Term,736.0,1485553.0,Own Home,Debt Consolidation,15969.69,14.9,,11.0,0.0,190437.0,262526.0,0.0,0.0,5.0
543510.0,Short Term,718.0,2628612.0,Home Mortgage,Home Improvements,42934.11,12.0,,21.0,0.0,190000.0,1099956.0,0.0,0.0,3.0
157300.0,Short Term,749.0,1280828.0,Rent,Debt Consolidation,36076.82,21.2,,23.0,0.0,134140.0,1327502.0,0.0,0.0,1.0
,Short Term,737.0,1179862.0,Rent,Debt Consolidation,21729.16,20.5,,6.0,0.0,248311.0,494868.0,0.0,0.0,10.0
112046.0,Short Term,747.0,1451505.0,Home Mortgage,Other,3338.49,14.0,,10.0,0.0,84873.0,885280.0,0.0,0.0,8.0
332706.0,Short Term,746.0,727928.0,Rent,Debt Consolidation,5325.89,17.0,,12.0,0.0,136819.0,456522.0,0.0,0.0,10.0
262108.0,Short Term,722.0,924293.0,Rent,Debt Consolidation,13171.18,16.7,,11.0,0.0,400387.0,703494.0,0.0,0.0,10.0
337854.0,Long Term,707.0,897769.0,Rent,Debt Consolidation,27456.9,9.8,,11.0,0.0,229406.0,396440.0,0.0,0.0,2.0
,Short Term,743.0,1036165.0,Home Mortgage,Debt Consolidation,27544.49,31.8,,15.0,0.0,318174.0,435468.0,0.0,0.0,10.0
787490.0,Long Term,659.0,2363524.0,Home Mortgage,Debt Consolidation,21074.8,14.7,80.0,11.0,0.0,280022.0,323928.0,0.0,0.0,10.0
,Short Term,730.0,758974.0,Rent,Home Improvements,15305.83,18.6,,16.0,0.0,61446.0,199298.0,0.0,0.0,5.0
550220.0,Short Term,,,Home Mortgage,Debt Consolidation,40074.23,20.0,29.0,17.0,0.0,526889.0,644908.0,0.0,0.0,10.0
262702.0,Long Term,714.0,646836.0,Rent,Debt Consolidation,14661.73,28.8,,9.0,0.0,309225.0,683298.0,0.0,0.0,5.0
175846.0,Short Term,731.0,1644393.0,Home Mortgage,Debt Consolidation,24529.0,27.0,,9.0,0.0,775333.0,994202.0,0.0,0.0,0.0
127952.0,Short Term,725.0,1475654.0,Own Home,Debt Consolidation,15125.52,12.0,42.0,6.0,0.0,14554.0,40106.0,0.0,0.0,10.0
423478.0,Short Term,741.0,1636166.0,Home Mortgage,Debt Consolidation,19224.77,16.4,,12.0,0.0,280896.0,1174184.0,0.0,0.0,9.0
612128.0,Short Term,701.0,2730053.0,Home Mortgage,Debt Consolidation,8622.39,12.0,55.0,19.0,1.0,491530.0,1171082.0,0.0,1.0,10.0
169026.0,Short Term,,,Home Mortgage,Debt Consolidation,15647.26,24.0,,13.0,1.0,401907.0,773036.0,1.0,0.0,10.0
506528.0,Short Term,636.0,678813.0,Home Mortgage,Debt Consolidation,11766.13,27.1,18.0,13.0,0.0,281941.0,667612.0,,0.0,4.0
621148.0,Long Term,686.0,1611504.0,Rent,Debt Consolidation,25381.15,23.2,,7.0,0.0,58064.0,222640.0,0.0,0.0,10.0
644314.0,Short Term,747.0,1124154.0,Own Home,Business Loan,21546.38,36.0,,9.0,0.0,146319.0,1821842.0,0.0,0.0,5.0
21890.0,Short Term,735.0,1681861.0,Rent,Medical Bills,22284.72,10.0,19.0,10.0,0.0,318117.0,444312.0,0.0,0.0,5.0
270050.0,Short Term,736.0,971755.0,Home Mortgage,Debt Consolidation,8664.76,24.5,19.0,6.0,1.0,161386.0,263208.0,0.0,0.0,4.0
21692.0,Short Term,737.0,2022664.0,Rent,Other,37587.7,19.9,62.0,6.0,0.0,253384.0,444510.0,0.0,0.0,3.0
781330.0,Long Term,712.0,2506309.0,Home Mortgage,Home Improvements,37385.92,15.0,,12.0,0.0,341696.0,618178.0,0.0,0.0,1.0
,Short Term,748.0,1626476.0,Home Mortgage,Debt Consolidation,15857.97,12.8,,14.0,0.0,353742.0,862312.0,0.0,0.0,0.0
522456.0,Long Term,734.0,1222042.0,Rent,Debt Consolidation,17719.4,25.0,,16.0,0.0,500840.0,1428394.0,0.0,0.0,10.0
369974.0,Short Term,702.0,903412.0,Rent,Debt Consolidation,16938.88,12.0,43.0,18.0,0.0,492879.0,1060774.0,0.0,0.0,4.0
228052.0,Short Term,732.0,937840.0,Rent,Debt Consolidation,17506.22,22.5,,8.0,0.0,321651.0,497266.0,0.0,0.0,9.0
225676.0,Long Term,741.0,2623558.0,Rent,Debt Consolidation,27110.15,20.0,72.0,13.0,0.0,138149.0,371140.0,0.0,0.0,3.0
,Long Term,732.0,3801900.0,Home Mortgage,Debt Consolidation,49995.08,24.6,,15.0,0.0,360202.0,1024782.0,0.0,0.0,3.0
436216.0,Short Term,706.0,1789477.0,Rent,Debt Consolidation,13838.65,13.8,1.0,12.0,0.0,211337.0,755238.0,0.0,0.0,4.0
216436.0,Short Term,,,Rent,Debt Consolidation,12570.59,14.7,6.0,15.0,0.0,183768.0,921118.0,0.0,0.0,4.0
514910.0,Long Term,,,Rent,Debt Consolidation,28453.45,17.9,44.0,18.0,0.0,351899.0,664708.0,0.0,0.0,3.0
400576.0,Short Term,703.0,1300379.0,Home Mortgage,Debt Consolidation,27416.05,17.5,,18.0,0.0,494513.0,700832.0,0.0,0.0,7.0
675444.0,Long Term,675.0,1905567.0,Home Mortgage,Debt Consolidation,41128.54,15.8,79.0,26.0,0.0,386916.0,1374230.0,0.0,0.0,10.0
155540.0,Short Term,750.0,921120.0,Home Mortgage,Debt Consolidation,8673.88,17.5,,8.0,0.0,128896.0,259578.0,0.0,0.0,6.0
,Long Term,693.0,1715415.0,Home Mortgage,Debt Consolidation,43886.01,16.8,,12.0,0.0,700036.0,1083654.0,0.0,0.0,0.0
,Short Term,746.0,1100366.0,Home Mortgage,Debt Consolidation,4777.55,12.9,38.0,10.0,0.0,203338.0,509652.0,0.0,0.0,2.0
62238.0,Short Term,720.0,560880.0,Own Home,Debt Consolidation,10376.28,11.8,,11.0,0.0,141911.0,205634.0,0.0,0.0,8.0
262306.0,Short Term,,,Home Mortgage,Debt Consolidation,12680.03,15.4,29.0,11.0,0.0,216657.0,301510.0,0.0,0.0,9.0
332750.0,Short Term,747.0,1149462.0,Home Mortgage,Home Improvements,24905.01,11.2,,8.0,0.0,77159.0,554994.0,0.0,0.0,5.0
605440.0,Long Term,684.0,1075438.0,Home Mortgage,Debt Consolidation,13980.77,18.5,,18.0,0.0,503557.0,1019370.0,0.0,0.0,9.0
558580.0,Short Term,731.0,2701496.0,Rent,Debt Consolidation,69338.41,17.0,,12.0,0.0,561830.0,1222826.0,0.0,0.0,2.0
441452.0,Long Term,684.0,1143762.0,Home Mortgage,Debt Consolidation,12486.04,11.9,,7.0,0.0,199329.0,360052.0,0.0,0.0,6.0
386980.0,Short Term,740.0,2042348.0,Rent,Business Loan,1582.89,12.9,,6.0,0.0,29754.0,703296.0,0.0,0.0,
